,Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription,Code
873,874,1978,1.0,14.0,3.0,24.0,39.0,4,1,6.6,,,0,Japan,TOKAIDO,34.809,139.259,0.35,14,,-0.7,,,,,,,,,,,,,,25.0,1.0,,,129.0,3.0,,3.0,85.0,2.0,544.0,3.0,JPN
874,875,1978,3.0,22.0,0.0,50.0,32.2,4,1,6.7,,,0,Russia,S.NanKURILNanISLANDS,44.026,149.002,0.07,2,,0.1,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,
875,876,1978,3.0,22.0,21.0,34.0,33.4,4,1,6.6,,,0,Russia,S.NanKURILNanISLANDS,44.14,149.029,0.05,2,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,
876,877,1978,3.0,23.0,0.0,31.0,2.1,4,1,6.8,,,0,Russia,S.NanKURILNanISLANDS,44.209,148.971,0.17,4,,-2.3,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,
877,878,1978,3.0,23.0,3.0,15.0,20.3,4,1,7.5,,,0,Russia,S.NanKURILNanISLANDS,44.932,148.439,0.3,15,,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
878,879,1978,3.0,24.0,19.0,47.0,50.7,4,1,7.6,,,0,Russia,S.NanKURILNanISLANDS,44.244,148.862,0.65,20,,-1.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
879,880,1978,4.0,29.0,,,,0,8,,,,0,Norway,NORWAY:NanRISSA,63.56,9.94,6.8,0,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,3.0,,,,,NOR
880,881,1978,6.0,12.0,8.0,14.0,26.4,4,1,7.7,,,0,Japan,SANRIKU,38.19,142.03,0.6,31,,,0.5,,,,,,,,,,,,,28.0,1.0,,,1000.0,4.0,865.0,4.0,,4.0,,,JPN
881,882,1978,6.0,12.0,,,,-1,1,,,,0,India,INDIA,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND
882,883,1978,6.0,14.0,12.0,32.0,33.9,3,1,6.9,,,0,Philippines,"MINDANAONanISLAND,NanPHILIPPINES",8.249,122.403,0.03,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,PHL
883,884,1978,6.0,20.0,20.0,3.0,21.0,2,1,6.4,,,0,Greece,"THESSALONIKINan(SALONICA),NanGREECE",40.739,23.229,0.45,5,,,2.0,,,,,,,,,,,,,50.0,1.0,,,,3.0,250.0,4.0,,,,,GRC
884,885,1978,6.0,21.0,,,,3,9,,,,0,Italy,"EASTERNNanITALY,NanADRIATICNanSEA",,,3.0,8,,,4.0,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,,,,ITA
885,886,1978,7.0,23.0,14.0,42.0,36.9,3,1,7.4,,,0,Taiwan,TAIWAN,22.282,121.512,0.05,1,,-3.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
886,887,1978,8.0,14.0,14.0,17.0,50.4,4,1,4.4,,,0,Spain,CADIZ,36.37,-6.98,0.12,1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,ESP
887,888,1978,10.0,10.0,,,,4,8,,,,0,New Zealand,OFFNanEASTNanCOASTNanOFNanSOUTHNanISLAND,-43.08,172.97,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
888,889,1978,11.0,29.0,19.0,52.0,47.6,2,1,7.8,,,0,Mexico,MEXICO,16.01,-96.591,1.5,1,,0.6,,,,,,,,,,,,,,9.0,1.0,,,,3.0,,2.0,,,,,MEX
889,890,1978,,,,,,1,0,,,,0,Vietnam,TRANanCONanCOAST,21.4,108.0,3.0,0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,
890,891,1979,2.0,20.0,6.0,32.0,32.2,4,1,6.4,,,0,Japan,"IWATE,NanJAPAN",40.232,143.703,0.12,11,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
891,892,1979,2.0,28.0,21.0,27.0,8.1,4,3,7.5,,,0,Usa,"SE.NanALASKA,NanAK",60.691,-141.671,0.15,2,,-1.7,,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
892,893,1979,3.0,14.0,11.0,7.0,16.3,4,1,7.6,,,0,Mexico,S.NanMEXICO,17.813,-101.276,1.3,3,,-3.3,,,,,,,,,,,,,,5.0,1.0,,,35.0,1.0,30.0,4.0,200.0,3.0,,,MEX
893,894,1979,3.0,31.0,,,,3,9,,,,0,Japan,"NAGASAKI,NanJAPAN",,,4.8,2,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,JPN
894,895,1979,4.0,9.0,2.0,10.0,20.3,1,1,5.3,,,0,Montenegro,MONTENEGRO:NanBARNanULCINJ,41.956,19.023,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNE
895,896,1979,4.0,15.0,6.0,19.0,44.1,4,1,6.9,,,0,Montenegro,MONTENEGRO,42.096,19.209,3.0,6,,,1.0,1.0,1.0,,,,,,1.0,,,,,131.0,3.0,,,1001.0,4.0,2700.0,4.0,,4.0,,,MNE
896,897,1979,5.0,15.0,6.0,59.0,21.2,0,1,5.6,,,0,Greece,CRETE,34.53,24.437,,1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,GRC
897,898,1979,7.0,18.0,,,,4,8,,4603.0,,1,Indonesia,LOMBLENNanISLANDNan[LEMBATA],-8.6,123.5,9.0,1,,,,1239.0,4.0,,,32.0,1.0,,3.0,,3.0,,,1239.0,4.0,,,32.0,1.0,,3.0,,3.0,,,IDN
898,899,1979,8.0,9.0,,,,-1,8,,,,0,Indonesia,LOMBLENNanISLANDNan[LEMBATA],-8.5,123.5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
899,900,1979,9.0,3.0,2.0,12.0,,2,8,5.0,,,0,Venezuela,PUERTONanCUMAREBO,11.517,-69.5,,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
900,901,1979,9.0,12.0,5.0,17.0,51.4,4,1,7.9,,,0,Indonesia,IRIANNanJAYA,-1.679,136.04,2.0,2,,1.0,,100.0,2.0,,,,,,2.0,400.0,2.0,,,115.0,3.0,,,,3.0,,3.0,1000.0,3.0,,,IDN
901,902,1979,10.0,6.0,,,,4,8,,,,0,Norway,NORTHERNNanNORWAY,65.117,12.333,2.0,1,,,3.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,NOR
902,903,1979,10.0,16.0,13.0,57.0,,4,8,,,,2,France,FRENCHNanRIVIERANan(LIGURIANNanSEA),43.7,7.25,10.0,6,,1.6,,9.0,1.0,,,,,,1.0,,,,2.0,9.0,1.0,,,,,,1.0,,,,2.0,FRA
903,904,1979,11.0,16.0,15.0,21.0,25.7,2,1,6.9,,,0,Fiji,FIJINanISLANDS,-16.76,179.984,,1,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,FJI
904,905,1979,12.0,12.0,7.0,59.0,5.6,4,1,8.1,,,1,Colombia,"COLOMBIA:NanOFFNanSHORE,NanPACIFICNanOCEAN",1.555,-79.276,6.0,54,,2.3,2.5,600.0,3.0,,,20000.0,4.0,8.0,3.0,10000.0,4.0,,,600.0,3.0,,,20000.0,4.0,8.0,3.0,10000.0,4.0,,,COL
905,906,1980,1.0,1.0,16.0,42.0,42.1,4,1,6.9,,,0,Portugal,AZORES,38.727,-27.75,0.41,2,,,1.0,,,,,,,,,,,,,69.0,2.0,,,600.0,3.0,5.0,3.0,15000.0,4.0,,,PRT
906,907,1980,2.0,23.0,5.0,51.0,3.2,4,1,7.0,,,0,Russia,S.NanKURILNanISLANDS,43.53,146.753,0.16,10,,-0.7,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
907,908,1980,5.0,18.0,,,,0,6,,3314.0,,0,Usa,WASHINGTON,46.2,-122.18,250.0,2,,,,,,,,,,,,,,,,61.0,2.0,,,,,,,,,,,USA
908,909,1980,5.0,22.0,,,,3,8,,,,0,Portugal,AZORES,39.374,-31.229,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRT
909,910,1980,6.0,29.0,7.0,20.0,5.5,4,1,6.2,,,0,Japan,HONSHUNanISLAND,34.808,139.181,0.56,16,,-0.7,,,,,,,,,,,,,,,,,,7.0,1.0,,2.0,,,,,JPN
910,911,1980,7.0,17.0,19.0,42.0,23.2,4,1,7.9,,,0,Solomon Islands,SOLOMONNanISLANDS,-12.525,165.916,0.14,34,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
911,912,1980,10.0,10.0,12.0,25.0,26.0,4,3,7.1,,,0,Algeria,ELNanASNAM,36.199,1.374,0.7,6,,,2.0,,,,,,,,,,,,,5000.0,4.0,,,9000.0,4.0,5200.0,4.0,250000.0,4.0,,,DZA
912,913,1981,1.0,18.0,18.0,17.0,24.4,4,1,6.9,,,0,Japan,E.NanHONSHUNanISLAND,38.64,142.75,0.37,28,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
913,914,1981,2.0,24.0,20.0,53.0,38.4,4,1,6.7,,,0,Greece,ATHENS-EASTERNNanGULFNanOFNanCORINTH,38.222,22.934,1.0,4,,,3.0,,,,,,,,,,,,,22.0,1.0,,,400.0,3.0,812.0,4.0,8000.0,4.0,,,GRC
914,915,1981,3.0,4.0,21.0,58.0,5.9,3,1,6.4,,,0,Greece,GULFNanOFNanCORINTH,38.209,23.288,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
915,916,1981,5.0,11.0,7.0,10.0,,2,8,,,,0,South Africa,AGULHASNanBANK,-35.616,20.267,0.29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAF
916,917,1981,5.0,25.0,5.0,25.0,14.4,4,1,7.6,,,0,New Zealand,NEWNanZEALAND,-48.786,164.357,0.3,1,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
917,918,1981,9.0,1.0,9.0,29.0,31.5,4,1,7.7,,,0,Samoa,SAMOANanISLANDS,-14.96,-173.085,1.0,4,,-3.3,-2.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,WSM
918,919,1981,10.0,20.0,,,,3,7,,7525.0,,0,Indonesia,KRAKATAU,-6.102,105.423,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
919,920,1981,10.0,25.0,3.0,22.0,15.5,4,1,7.3,,,0,Mexico,MEXICO,18.084,-102.084,0.09,1,,,,,,,,,,,,,,,,3.0,1.0,,,28.0,1.0,,2.0,,,,2.0,MEX
920,921,1982,1.0,11.0,6.0,10.0,6.4,2,1,7.1,,,0,Philippines,PHILIPPINES,13.752,124.358,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHL
921,922,1982,2.0,24.0,4.0,22.0,40.3,2,1,5.4,,,0,Indonesia,JAVANanTRENCH,4.374,97.755,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
922,923,1982,3.0,11.0,10.0,32.0,27.1,1,1,6.6,,,0,Indonesia,SUMBAWANanISLAND,-9.265,118.479,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
923,924,1982,3.0,21.0,2.0,32.0,7.7,4,1,6.9,,,0,Japan,HOKKAIDONanISLAND,42.158,142.361,1.3,31,,0.4,,,,,,,,,,,,,,110.0,3.0,,,100.0,2.0,1.0,2.0,,,,,JPN
924,925,1982,7.0,23.0,14.0,23.0,53.5,4,1,7.2,,,0,Japan,"IBARAKI,NanJAPAN",36.194,141.702,0.4,22,,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
925,926,1982,12.0,19.0,17.0,43.0,54.8,4,1,7.5,,,0,Tonga,KERMADECNanISLANDS,-24.133,-175.864,0.2,4,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,TON
926,927,1982,12.0,25.0,12.0,28.0,2.8,-1,3,6.0,,,0,Indonesia,FLORESNanSEA,-8.405,123.08,,0,,,,,,,,,,,,,,,,13.0,1.0,,,390.0,3.0,1.45,2.0,1875.0,4.0,,,IDN
927,928,1982,12.0,28.0,6.0,37.0,42.5,4,1,6.4,,,0,Japan,S.NanOFNanHONSHUNanISLAND,33.826,139.434,0.19,1,,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,JPN
928,929,1983,1.0,17.0,12.0,41.0,29.7,3,1,7.2,,,0,Greece,IONIANNanSEA,38.026,20.228,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
929,930,1983,3.0,12.0,1.0,36.0,35.8,4,1,6.9,,,0,Indonesia,BANDANanSEA,-4.056,127.924,3.0,1,,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,IDN
930,931,1983,3.0,18.0,9.0,5.0,50.0,4,1,7.9,,,0,Papua New Guinea,NEWNanBRITAIN,-4.883,153.581,0.13,4,,-1.7,,,,,,,,,,,,,,,,,,,,,2.0,,,,,PNG
931,932,1983,4.0,3.0,2.0,50.0,2.8,3,1,7.5,,,0,Costa Rica,COSTANanRICA,8.677,-83.098,0.13,3,,,,,,,,,,,,,,,,6.0,1.0,,,,2.0,1.0,2.0,,,,,CRI
932,933,1983,5.0,26.0,2.0,59.0,59.6,4,1,7.8,,,7,Japan,"NOSHIRO,NanJAPAN",40.462,139.102,14.93,230,,3.9,2.0,100.0,2.0,,,324.0,3.0,800.0,4.0,3513.0,4.0,,,104.0,3.0,,,324.0,3.0,800.0,4.0,3513.0,4.0,,,JPN
933,934,1983,6.0,9.0,12.0,49.0,3.8,4,1,5.9,,,0,Japan,"NOSHIRO,NanJAPAN",40.249,138.948,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
934,935,1983,6.0,21.0,6.0,25.0,27.3,4,1,6.9,,,0,Japan,N.NanHONSHUNanISLAND,41.346,139.099,1.0,27,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,JPN
935,936,1983,8.0,6.0,15.0,43.0,51.2,2,1,7.0,,,0,Greece,NORTHNanAEGEANNanSEA,40.142,24.766,,1,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,GRC
936,937,1983,8.0,17.0,10.0,55.0,54.1,4,1,7.1,,,0,Russia,"KAMCHATKANanBAY,NanRUSSIA",55.867,161.287,0.1,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
937,938,1983,8.0,17.0,12.0,17.0,56.0,4,1,6.6,,,0,Philippines,LUZONNanISLAND,18.231,120.86,0.1,1,,,,,,,,,,,,,,,,16.0,1.0,,,47.0,1.0,,2.0,,3.0,,,PHL
938,939,1983,8.0,17.0,,,,1,6,,447.0,,0,Indonesia,LESSERNanSUNDANanISLANDS,-8.54,123.59,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
939,940,1983,8.0,18.0,9.0,,,4,8,,,,0,Norway,WESTERNNanNORWAY,61.233,7.717,7.0,1,,,4.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,NOR
940,941,1983,10.0,4.0,18.0,52.0,13.3,4,1,7.7,,,0,Chile,NORTHERNNanCHILE,-26.535,-70.563,0.2,1,,-2.3,0.2,,,,,,,,,,,,,5.0,1.0,,,12.0,1.0,1.0,2.0,40.0,1.0,,,CHL
941,942,1983,11.0,30.0,17.0,46.0,0.6,4,1,7.7,,,0,Uk Territory,CHAGOSNanARCHIPELAGONanREGION,-6.852,72.11,1.5,3,,-1.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
942,943,1984,1.0,8.0,15.0,24.0,13.5,1,1,6.8,,,0,Indonesia,SULAWESI,-2.823,118.806,,0,,,,,,,,,,,,,,,,2.0,1.0,,,89.0,2.0,0.5,1.0,,,685.0,3.0,IDN
943,944,1984,2.0,11.0,8.0,2.0,52.1,4,3,5.6,,,0,Greece,"CORINTHOSNanGULF,NanGREECE",38.308,22.11,,1,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,GRC
944,945,1984,3.0,24.0,9.0,44.0,2.6,4,1,7.2,,,0,Russia,S.NanKURILNanISLANDS,44.117,148.192,0.2,3,,-2.3,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,
945,946,1984,6.0,13.0,2.0,29.0,25.3,4,1,5.5,7538.0,,0,Japan,"TORINanSHIMA,NanOKINAWA",31.448,140.036,0.5,9,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
946,947,1984,8.0,6.0,19.0,6.0,38.3,4,1,7.0,,,0,Japan,"KYUSHU,NanJAPAN",32.386,131.945,0.2,6,,-2.3,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,JPN
947,948,1984,8.0,15.0,,,,3,5,,40.0,,0,Cameroon,LAKENanMONOUN,6.25,10.5,5.0,1,,,,,,,,,,,,,,,,37.0,1.0,,,,,,,,,,,CMR
948,949,1984,9.0,18.0,17.0,2.0,44.3,4,1,6.9,,,0,Japan,HONSHUNanISLAND,34.006,141.5,0.13,12,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
949,950,1984,12.0,28.0,10.0,37.0,53.7,4,1,6.8,,,0,Russia,KAMCHATKA,56.194,163.46,0.2,2,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
950,951,1985,3.0,3.0,22.0,47.0,9.5,4,1,8.0,,,0,Chile,CENTRALNanCHILE,-33.132,-71.708,3.5,64,,1.6,,,,,,,,,,,,,,180.0,3.0,,,2575.0,4.0,1500.0,4.0,,4.0,,,CHL
951,952,1985,3.0,16.0,14.0,54.0,0.7,4,1,6.4,,,0,Guadeloupe (French Territory),GUADELOUPE,17.013,-62.448,0.12,1,,-3.3,,,,,,,,,,,,,,,,,,6.0,1.0,,2.0,,,,,
952,953,1985,4.0,13.0,1.0,6.0,0.1,2,1,6.2,,,0,Indonesia,BALINanISLAND,-9.245,114.185,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
953,954,1985,7.0,3.0,4.0,36.0,51.7,4,3,7.3,,,0,Papua New Guinea,NEWNanIRELAND,-4.439,152.828,1.3,2,,0.4,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,PNG
954,955,1985,9.0,19.0,13.0,17.0,47.3,4,1,8.0,,,1,Mexico,MEXICO,18.19,-102.533,3.0,19,,1.6,,,,,,,,,1.0,,,,,9500.0,4.0,,,30000.0,4.0,4000.0,4.0,,4.0,,,MEX
955,956,1985,9.0,21.0,1.0,37.0,13.4,4,1,7.6,,,0,Mexico,MEXICO,17.802,-101.647,1.2,3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,MEX
956,957,1986,5.0,7.0,22.0,47.0,10.8,4,1,8.0,,,0,Usa,"ANDREANOFNanISLANDS,NanAK",51.52,-174.776,0.9,66,,-0.1,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,USA
957,958,1986,5.0,17.0,16.0,20.0,22.2,1,1,6.4,,,0,Usa,"ANDREANOFNanISLANDS,NanAK",52.327,-174.504,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
958,959,1986,8.0,21.0,,,,4,6,,1719.0,,0,Cameroon,LAKENanNYOS,6.25,10.5,75.0,1,,,,,,,,,,,,,,,,1700.0,4.0,,,300.0,3.0,,,,,,,CMR
959,960,1986,10.0,20.0,6.0,46.0,9.9,4,1,7.8,,,0,New Zealand,KERMADECNanISLANDS,-28.117,-176.367,0.22,8,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
960,961,1986,11.0,14.0,21.0,20.0,10.5,4,1,7.8,,,0,Taiwan,TAIWAN,23.901,121.574,0.3,5,,,,,,,,6.0,,,1.0,,,,,15.0,1.0,,,50.0,1.0,,1.0,,,,,
961,962,1987,2.0,6.0,13.0,16.0,17.8,4,1,6.7,,,0,Japan,E.NanHONSHUNanISLAND,36.988,141.689,0.1,3,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
962,963,1987,2.0,8.0,18.0,33.0,58.3,4,1,7.4,,,0,Papua New Guinea,SOLOMONNanSEA,-6.088,147.689,1.5,1,,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,2.625,2.0,,3.0,,,PNG
963,964,1987,2.0,21.0,7.0,40.0,,4,8,,,,0,Norway,WESTERNNanNORWAY,62.2,6.65,3.0,1,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,NOR
964,965,1987,3.0,5.0,9.0,17.0,5.2,4,1,7.6,,,0,Chile,NORTHERNNanCHILE,-24.388,-70.161,0.2,6,,-2.3,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,CHL
965,966,1987,3.0,18.0,3.0,36.0,30.3,4,1,6.7,,,0,Japan,KYUSHUNanISLAND,32.034,131.837,0.04,1,,-3.3,,,,,,,,,,,,,,2.0,1.0,,,5.0,1.0,,2.0,,,,,JPN
966,967,1987,3.0,24.0,12.0,49.0,47.0,4,1,5.1,,,0,Japan,HONSHUNanISLAND,37.447,137.865,0.16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
967,968,1987,5.0,20.0,,,,4,8,,,,0,New Zealand,DEEPNanCOVE,-45.46,167.15,,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,NZL
968,969,1987,6.0,18.0,14.0,3.0,16.7,1,1,6.3,,,0,Solomon Islands,SOLOMONNanISLANDS,-10.717,162.33,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
969,970,1987,7.0,6.0,2.0,49.0,42.7,3,1,6.7,,,0,Vanuatu,VANUATUNanISLANDS,-14.074,167.828,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
970,971,1987,10.0,6.0,4.0,19.0,6.0,4,1,7.3,,,0,Tonga,TONGANanISLANDS,-17.94,-172.225,0.25,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,TON
971,972,1987,10.0,12.0,13.0,57.0,4.7,4,1,7.0,,,0,Papua New Guinea,SOLOMONNanSEA,-7.288,154.371,0.04,1,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
972,973,1987,10.0,16.0,20.0,48.0,1.6,4,1,7.4,,,0,Papua New Guinea,SOLOMONNanSEA,-6.266,149.06,0.07,2,,-3.3,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,PNG
973,974,1987,11.0,17.0,8.0,46.0,53.3,4,1,7.2,,,0,Usa,"GULFNanOFNanALASKA,NanAK",58.586,-143.27,0.06,1,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,USA
974,975,1987,11.0,26.0,1.0,43.0,14.0,-1,1,6.6,,,0,Indonesia,TIMORNanSEA,-8.247,124.155,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
975,976,1987,11.0,30.0,19.0,23.0,19.5,4,1,7.9,,,0,Usa,"GULFNanOFNanALASKA,NanAK",58.679,-142.786,0.43,10,,-1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
976,977,1988,2.0,5.0,14.0,1.0,2.7,4,1,7.2,,,0,Chile,NORTHERNNanCHILE,-24.753,-70.433,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
977,978,1988,3.0,6.0,22.0,35.0,36.9,4,1,7.8,,,0,Usa,"GULFNanOFNanALASKA,NanAK",57.262,-142.747,0.19,8,,-2.3,,,,,,,,,,,,,,,,,,,,0.005,1.0,,,,,USA
978,979,1988,4.0,20.0,5.0,30.0,,4,8,,,,0,Italy,"LANanFOSSANanVOLCANO,NanVULCANONanIS.",38.4,14.967,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
979,980,1988,4.0,30.0,,,,-1,9,,,,0,Usa,S.NanCALIFORNIA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
980,981,1988,6.0,24.0,2.0,6.0,26.3,4,1,5.4,,,0,Philippines,NORTHNanOFNanLUZONNanISLAND,18.606,121.013,1.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHL
981,982,1988,7.0,5.0,20.0,32.0,7.2,4,1,6.8,,,0,Papua New Guinea,PAPUANanNEWNanGUINEA,-5.964,148.78,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
982,983,1988,8.0,6.0,0.0,36.0,24.6,0,1,7.2,,,0,Bangladesh,"JAMUNANanRIVER,NanARICHA,NanBANGLADESH",25.149,95.127,,0,,,,2.0,1.0,30.0,1.0,,,,,,,,,5.0,1.0,30.0,1.0,42.0,1.0,,2.0,,,,,BGD
983,984,1988,8.0,10.0,4.0,38.0,29.2,4,1,7.6,,,0,Solomon Islands,SOLOMONNanISLANDS,-10.258,160.896,0.09,2,,-3.3,,1.0,1.0,,,,,,1.0,100.0,2.0,,,1.0,1.0,,,,,,1.0,100.0,2.0,,,SLB
984,985,1988,8.0,20.0,23.0,9.0,9.5,0,1,6.6,,,0,Bangladesh,BANGLADESH,26.755,86.616,,1,,,,2.0,1.0,,1.0,,,,,,,,,998.0,3.0,,1.0,,,131.5,4.0,,,,,BGD
985,986,1989,5.0,23.0,10.0,54.0,46.3,4,1,8.1,,,0,Australia,MACQUARIENanISLAND,-52.341,160.568,0.15,4,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,AUS
986,987,1989,6.0,26.0,3.0,27.0,3.9,4,3,6.5,,,0,Usa,HAWAII,19.362,-155.083,0.29,3,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,USA
987,988,1989,9.0,4.0,13.0,14.0,58.2,4,1,7.1,,,0,Usa,"SEMIDINanISLANDS,NanAK",55.543,-156.835,0.1,2,,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,USA
988,989,1989,10.0,18.0,0.0,4.0,15.2,4,1,6.9,,,0,Usa,N.NanCALIFORNIA,37.036,-121.883,1.0,3,,-3.3,,,,,,,,,1.0,,,,,62.0,2.0,,,3757.0,4.0,5600.0,4.0,,3.0,,,USA
989,990,1989,10.0,29.0,5.0,25.0,38.2,4,1,6.5,,,0,Japan,N.NanHONSHUNanISLAND,39.571,143.333,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
990,991,1989,10.0,29.0,19.0,9.0,12.9,2,1,5.9,,,0,Algeria,"ALGIERS,NanCHERCHELL,NanTIPAZA",36.788,2.448,,1,,,,,,,,,,,,,,,,30.0,1.0,,,245.0,3.0,5.0,2.0,,,,,DZA
991,992,1989,11.0,1.0,10.0,25.0,52.2,3,1,4.4,,,0,Usa Territory,PUERTONanRICO,18.986,-68.833,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,993,1989,11.0,1.0,18.0,25.0,34.9,3,1,7.4,,,0,Japan,JAPAN,39.837,142.76,0.9,12,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
993,994,1990,2.0,8.0,7.0,15.0,32.2,4,1,6.6,,,0,Philippines,PHILIPPINES,9.755,124.694,2.1,0,,,,,,,,,,,,,,,,,2.0,,,300.0,3.0,0.9,1.0,,,600.0,3.0,PHL
